age,gender,height_cm,weight_kg,body_fat_percent,diastolic,systolic,grip_force,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
35,0,179.9,87,0.177,65,104,58.3,13.2,52,228,B
32,0,178.5,95.4,0.217,89,142,53.8,23.6,52,224,C
28,0,177.1,70.3,0.172,83,123,43.5,14.2,66,236,B
22,0,178.3,73.3,0.167,78,140,40,10,48,228,C
36,0,171.6,63.1,0.187,66,134,41.3,12,27,220,D
33,0,175.2,87.5,0.266,90,149,49.4,5.6,34,214,D
21,0,174.4,72,0.186,77,124,37.7,28.4,56,224,B
60,1,152,49.8,0.343,72,121,23,15,15,135,D
29,0,179,96.9,0.24,89,145,34.6,7.6,59,180,D
25,0,179.6,89.3,0.248,79,137,39.1,-9.7,43,182,D
40,0,174,76.6,0.259,93,150,40.2,16.3,50,239,A
22,0,172.7,72.3,0.161,94,152,51.7,19,51,240,B
45,1,156.9,51.4,0.279,73,132,27.1,20,22,152,B
28,0,173.4,72.8,0.141,82,121,41.4,18.4,59,242,B
54,1,155.9,71,0.441,76,139,20.9,16.6,24,138,D
23,1,151.8,46.9,0.205,60,105,22.2,28.9,50,178,A
37,0,161.7,59.4,0.194,90,155,43.5,23,57,214,A
30,1,162,55.2,0.27,98,141,24.1,27.8,35,167,B
25,1,170.3,73.2,0.295,55,109,33,26.8,46,189,B
62,1,159.9,52.3,0.28,72,125,27.6,19.4,2,139,D
56,0,173.1,77.5,0.202,82,120,52.3,28.8,55,221,B
50,1,167,57,0.24,66,101,23.4,28.6,17,175,C
21,1,164,62.1,0.33,77,135,32,28.9,27,194,C
26,0,175.6,75.3,0.111,70,119,58.3,16.3,57,243,A
29,0,172.1,63.3,0.144,81,134,53.5,17.2,50,235,B
33,0,180.9,66.2,0.156,74,118,41.4,9.6,38,235,C
31,0,167.1,75.28,0.229,78,134,43.4,22,62,235,A
24,0,184.6,82.4,0.212,78,120,43.5,-0.8,41,224,D
23,1,163.5,59.5,0.29,78,111,22.1,19.5,47,197,B
22,0,176.6,74.4,0.237,80,137,35.1,4.8,34,216,D
31,0,180,69.8,0.191,84,129,51.5,14.7,39,194,C
21,0,174.1,65.6,0.141,67,134,45.1,26.9,59,226,A
28,0,167.9,74.1,0.258,73,118,45.9,19.4,46,233,B
27,1,164.6,58.8,0.309,85,127,25.1,26.4,51,171,A
43,0,168.8,75.7,0.2062151,93,144,43.3,20.1,57,212,C
22,1,160.4,56,0.259,70,108,33.2,24.5,64,195,A
27,0,172.8,66.4,0.302,63,113,29.1,1.8,36,177,D
29,0,170,76.64,0.222,93,137,43.7,13.1,45,202,B
21,0,177.4,78.6,0.208,80,130,54,18.3,54,203,B
24,0,177.1,70.4,0.135,54,121,42.7,11.3,42,203,C
55,0,166.6,56.8,0.165,92,155,32.6,15.9,36,178,B
59,0,169.1,68.7,0.104,84,131,45.7,21.1,52,149,A
42,0,175.8,79.1,0.19,81,123,44,19.1,50,229,C
63,1,153.9,51,0.26,80,159,24.3,15.6,24,137,C
30,0,180.3,78.8,0.165,85,141,45.1,10,48,240,B
51,1,160.6,52.7,0.215,76,136,29.4,25,34,144,A
58,0,177.8,71.2,0.241,97,158,42.1,10.5,27,164,C
25,1,155.9,45.7,0.287,63,130,26.7,3.7,43,166,D
62,0,176.5,89.8,0.342,64,139,43.3,16.9,26,177,D
29,1,160.9,54.5,0.258,80,118,22.5,7.5,44,167,D
61,0,167.9,64,0.227,98,146,45.3,14.1,36,212,C
31,0,177.3,74.4,0.193,81,133,43.8,15.8,54,217,B
47,1,162.8,55.1,0.268,78,120,25.1,16.1,1,112,D
23,0,177.9,71.6,0.165,76,134,47,21.4,55,251,B
51,0,170,63.8,0.181,83,146,29.1,16,38,215,B
23,1,160.3,47.6,0.15,73,111,28.8,17.3,45,183,B
28,0,167.8,65.18,0.19,82,140,47.6,20.6,67,235,A
25,0,189.9,74.46,0.16,80,120,46.8,13.5,48,231,C
33,1,166.6,59.92,0.261,75,116,22.3,28.2,38,179,C
55,1,156.1,56.02,0.326,72,117,27.9,16.8,20,119,B
32,1,158.4,49.4,0.211,78,109,24.3,16.7,30,194,B
22,0,175.5,79.3,0.197,79,142,45.8,15,51,225,B
26,1,166.5,58.1,0.275,80,137,22.8,13.7,31,172,C
21,0,173,66.2,0.167,78,133,48.2,25.2,57,235,A
22,0,181.5,80.4,0.14,70,124,51.9,18.9,58,245,A
32,0,172.5,69.9,0.131,100,148,43.6,24.2,63,267,B
44,0,169.4,75,0.263,83,136,45.5,15.2,26,204,D
24,1,169.1,55.4,0.205,55,112,35.3,17.3,52,187,B
35,0,166.7,67.1,0.204,86,150,44.2,16.7,61,222,A
36,0,171.4,69,0.127,83,122,47.2,17.9,55,242,C
56,1,158.3,56.2,0.353,84,131,23.1,20.4,8,150,D
62,0,176.2,74.2,0.198,79,123,38.8,3.5,29,192,C
48,0,165.2,70,0.291,90,147,39.5,14.5,44,211,B
30,0,176.6,92.3,0.245,87,130,54.7,13.9,41,227,C
40,0,189.3,93.2,0.165,93,146,62.1,22.3,51,255,A
57,0,177,73.2,0.213,64,101,40,16.6,30,203,B
21,0,173.2,89.2,0.252,63,134,58,4.4,50,208,D
24,0,184.9,82.5,0.172,75,144,34.8,27.3,50,259,C
48,0,182.3,82.5,0.206,78,136,47.2,10.3,43,210,B
41,0,174.5,76.32,0.201,81,157,46.8,21.4,57,219,A
30,0,175.1,75.5,0.184,99,141,46.1,5.3,32,228,D
22,0,160.5,60.8,0.189,64,118,30.9,13.7,60,196,C
37,0,175.2,66.7,0.196,59,99,39.6,7.6,44,194,C
21,0,181.4,69.6,0.17,86,136,44,10.8,56,206,C
31,0,176.7,93.84,0.183,82,133,49.2,15.2,50,226,B
30,0,172.4,61.8,0.139,71,131,42.5,7.2,48,234,C
45,1,162.4,59.5,0.307,81,123,29.1,15.2,25,182,B
33,1,168,48.7,0.211,50,90,23.1,23.1,40,144,B
26,1,164.9,67.4,0.369,62,112,25.6,19.7,26,161,C
21,1,167.9,63.2,0.353,91,156,31.2,20.6,40,168,C
21,0,184,95,0.219,93,142,54.7,-5.1,55,229,D
63,0,162.1,60.9,0.226,84,120,38.8,-1,18,162,D
50,0,173.1,81.8,0.303,72,115,31.7,-9.1,29,165,D
31,1,171,58.8,0.266,69,112,24.2,10.3,39,170,C
60,1,141,46.1,0.255,80,120,21.1,15.3,14,140,C
23,0,162.2,61.5,0.109,73,114,35.9,11,55,247,C
62,0,167,61.8,0.102,70,119,40.9,12.9,35,195,A
34,0,174.1,79,0.21,65,134,41.8,18.5,51,229,A
34,0,171.3,63.3,0.234,85,129,33.2,12.9,37,195,C
24,0,176.4,80.9,0.185,84,127,65.2,9.5,52,247,C
25,1,163,47.5,0.269,83,132,24.5,18.2,43,132,C
59,0,172.8,76.3,0.229,82,117,38.8,17.3,40,187,C
22,0,176.8,80.2,0.216,86,127,28.2,-9.9,39,194,D
26,1,169.3,63.4,0.318,70,119,26.6,33.8,36,179,B
64,0,155.6,70,0.297,84,138,37.7,10.4,27,151,D
40,1,163.5,60.1,0.268,93,117,35.9,21.7,46,168,A
21,0,165.1,64.76,0.25,84,124,32.6,16.8,46,197,C
28,0,176.2,88.5,0.284,71,127,51.9,10.1,47,212,B
46,0,174,69.9,0.226,87,159,38.5,7.9,44,206,C
22,0,173.5,66.9,0.17,82,142,35.7,8.1,58,172,C
30,0,182.5,77,0.243,83,125,40.8,0.3,41,204,D
33,0,171.7,58.7,0.165,80,140,41.7,26.2,49,226,A
22,0,176,75.3,0.313,89,128,29.1,19.3,40,189,D
23,0,169.6,55.3,0.144,80,147,34.6,3.1,41,236,D
21,0,164.7,69,0.144,83,112,46.8,27,57,234,A
28,0,166.9,71,0.187,72,129,47.2,15.8,58,230,A
43,0,185.2,91.7,0.177,93,156,56.4,10.5,49,221,C
55,1,167.9,61.8,0.255,99,153,32.3,19.6,30,182,A
64,1,165.4,67.6,0.263,79,134,25.9,28,31,146,B
62,0,165,67.4,0.188,89,139,43,11.5,34,174,B
41,1,156.8,61.7,0.288,82,152,22.6,22.5,34,143,C
25,1,164.8,53.5,0.224,93,131,27.7,20.1,38,163,B
26,0,175.7,76.9,0.197,75,116,49.9,18,52,224,A
23,0,173.9,70.5,0.251,88,141,37.4,18.8,46,195,C
61,1,154.2,70.5,0.431,64,121,19.7,17.2,0,52,D
29,1,168.3,59.4,0.251,69,116,26.1,24.2,46,139,B
62,1,160.3,62.9,0.264,88,132,26.9,24.4,21,123,C
30,1,160.4,57.3,0.315,66,118,24.2,14,39,139,B
60,0,162.5,55,0.093,66,105,38.8,9.8,45,178,B
57,1,162.1,71.4,0.391,82,150,28.6,18,15,114,B
45,1,157.9,47.5,0.247,67,137,21.9,24.4,50,145,B
59,1,157.5,81.9,0.455,64,122,25.4,21.6,0,65,D
30,0,176,77,0.22,84,126,42,11,46,210,B
27,0,171.4,67.3,0.225,93,137,34.9,15.5,51,214,C
34,0,173,73,0.203,81,133,49.3,12.2,38,235,C
49,0,174.2,74.2,0.199,88,142,47.6,20.3,51,221,C
28,0,177,74.1,0.14,99,147,52.8,26.4,59,249,A
44,0,170.3,73.1,0.26,89,130,45.1,20.5,38,210,B
21,0,177.6,67,0.178,95,153,36.4,4.5,27,184,D
61,0,171.7,88.5,0.303,76,140,47.5,13.6,25,171,B
58,0,165.7,65.34,0.209,77,135,27.2,11.7,16,179,D
32,0,169.8,58.7,0.148,68,107,37.1,22.3,60,216,A
29,1,166.1,61.9,0.193,64,124,34.2,24.7,43,161,A
24,0,179.2,80.3,0.182,92,145,52.7,22.1,44,231,C
39,1,164.2,60.62,0.288,74,129,25.1,7.2,34,143,D
23,1,156,51.7,0.237,72,118,24.6,20,46,157,B
27,0,181.8,79.4,0.193,89,134,23.5,14.7,45,211,B
61,0,172.5,69.8,0.218,65,114,45.2,18.7,42,189,A
33,1,166.5,64.3,0.35,79,111,25,11.6,13,140,D
39,1,158.3,53.3,0.2,77,114,38,26,48,173,A
34,0,179.8,79.9,0.197,71,126,50.1,10.6,51,255,B
62,0,169.3,76.1,0.184,80,154,45.9,17.1,33,184,A
44,0,164.1,72.1,0.389,88,124,20.6,7.1,5,120,D
60,0,163.6,60.1,0.205,96,141,33.5,18.8,18,180,D
44,0,160.2,44.9,0.148,82,141,36.5,21.3,50,221,A
28,1,173,64.3,0.254,78,126,32.5,27,48,207,C
24,0,177.2,79.5,0.15,81,139,56.2,-2.5,56,245,D
62,1,153.6,55.1,0.267,81,132,17,23.6,28,143,A
43,1,159.9,47.38,0.135,72,127,22.1,24.9,34,159,A
30,0,169,71.9,0.15,92,147,51.7,25.5,46,228,B
63,1,156.7,60,0.359,87,151,24.7,23.7,9,105,C
21,0,180,76.6,0.255,90,134,39.9,13.6,28,219,D
63,0,178.5,83.3,0.249,82,152,35.3,15,33,180,C
50,0,170.5,68.1,0.171,88,144,45.2,18.2,36,182,C
61,0,154,53,0.28,66,148,30.1,4.5,19,175,C
28,1,162.5,52.5,0.21,74,118,19,20.9,32,149,D
59,1,156.9,49.3,0.279,95,156,21.3,27.6,25,105,C
50,0,166.9,68.4,0.275,79,133,37.8,25.4,38,175,C
30,1,155.6,53.9,0.277,63,108,31.7,23.7,45,170,A
52,1,155.3,56,0.2233,77,130,34.6,23.3,39,154,A
29,0,175.7,67.1,0.137,82,123,44.5,17.1,44,222,C
30,0,181.5,74.34,0.181,80,138,45.2,11.5,50,226,B
23,1,161.1,54.5,0.246,79,114,30.4,26.8,26,152,C
33,1,161.7,57.6,0.236,78,121,29.6,19.4,56,173,A
61,0,162.3,64.8,0.202,92,150,32.6,8.8,21,170,C
53,0,168.8,70.66,0.276,85,125,39.9,17.5,40,177,B
37,0,170.2,70.5,0.276,74,139,34.8,18.9,43,240,D
58,1,155.7,53.4,0.266,92,139,28.2,21.2,35,153,B
62,1,153,56.5,0.335,83,143,27.3,13,21,118,C
25,0,175.9,71.5,0.195,76,143,35.6,14.6,46,177,C
25,0,167.3,63.2,0.108,65,125,29.4,22.1,49,214,B
31,1,159.3,52.9,0.154,87,127,31.3,20.1,48,190,A
52,1,155.4,56.9,0.347,77,125,22.9,11.7,11,112,D
26,0,176.7,60.8,0.134,66,118,43.1,11.5,52,236,B
31,1,164.3,66.3,0.314,75,121,33,21.9,44,138,C
32,1,160.4,58.7,0.306,65,109,34.2,21.4,42,158,A
35,0,171.6,94.7,0.368,97,145,34,-7.6,22,171,D
29,0,177,71.8,0.145,82,130,54.9,20,65,240,A
44,1,156.2,49.8,0.237,60,115,22.4,26.6,41,128,C
25,0,170.5,68.1,0.108,67,112,39.7,9.4,59,247,C
21,0,182.2,73,0.129,68,121,31.6,13.1,49,266,B
24,0,170.6,78.6,0.203,60,142,43.1,18.3,59,237,C
49,1,164.3,58.2,0.269,59,109,30.4,19.2,36,167,A
40,1,158.6,51.7,0.325,70,128,20.4,11.5,41,154,C
32,0,178.1,88,0.216,74,138,58.1,22.5,54,230,A
23,0,176,69.5,0.102,86,143,54,11.2,70,227,B
21,0,180.6,72.8,0.125,74,138,31.9,21.4,64,233,C
34,0,176.7,73.1,0.144,68,117,46,0.4,38,230,D
24,1,160.2,55.6,0.224,59,103,25.3,26.4,32,178,B
56,1,154,54.5,0.23,95,144,27.8,21,28,120,B
23,0,172.5,73.8,0.218,79,144,43.5,20,68,178,C
25,0,170.2,73.6,0.216,74,121,47.6,21.2,43,222,C
36,1,165.3,52.3,0.21,62,117,22.7,20.1,25,156,B
60,0,174.3,72.9,0.205,50,109,38.4,12.1,44,158,A
37,0,168.8,73.1,0.143,61,100,48.9,25.3,54,268,A
21,0,172.6,67.4,0.161,50,106,36.1,18.6,53,221,B
49,1,152.3,47.6,0.3,75,111,18.6,18.1,23,165,D
48,0,168,80.5,0.254,84,130,51,7.1,23,195,D
32,0,175.1,76.5,0.194,91,140,41.9,19.7,48,245,C
39,1,164.6,46.9,0.25,62,113,21.5,10.3,24,155,C
45,0,163.2,53.9,0.153,79,112,36.9,16.2,37,211,B
25,1,161.2,70.6,0.385,68,118,29.1,8.7,24,165,D
39,0,176.8,86,0.245,90,132,47.9,0.6,34,218,D
61,1,162,58.1,0.316,68,110,23.8,0.1,0,102,D
22,0,176.8,87.6,0.167,94,144,53.1,13.6,50,260,C
23,0,168.1,84.8,0.34,92,143,36.7,-7.9,41,183,D
64,0,177.3,87.32,0.244,80,115,52.7,18.1,26,188,B
40,0,169.4,68.8,0.197,88,124,44,23.5,51,232,A
43,0,159.4,63.4,0.259,92,147,38.9,14.4,50,194,B
29,0,181.3,80.1,0.172,76,136,51.2,8.8,49,224,C
21,0,171.3,68.2,0.152,78,112,47.6,17.4,69,220,B
32,1,156.8,54.5,0.284,64,101,24.7,15.2,34,148,B
63,0,164.8,59,0.168,98,158,41.3,10.5,45,170,B
26,0,169.6,78.3,0.242,79,126,47.3,10.3,45,217,B
32,0,182.5,84.7,0.245,83,117,43.2,4.3,46,188,D
54,0,172.2,75.6,0.209,83,158,48.1,19.2,35,210,C
34,0,166.6,63.3,0.21,78,113,36.8,8.4,46,194,C
24,0,184.7,38.6,0.09,81,137,55,19.6,56,242,A
22,0,178,72.3,0.138,83,133,42.7,8.2,51,239,C
36,0,178.2,82.4,0.257,91,157,46.6,19.9,47,240,A
26,1,156.2,43.8,0.227,74,140,19.3,14.4,24,130,C
33,0,181,88.5,0.193,77,117,53.4,19.9,47,248,B
23,0,167.1,66.9,0.212,77,142,40.5,18.3,65,234,A
45,0,170.3,76.7,0.17,86,154,50.8,19.5,43,214,A
48,1,153.8,54.4,0.312,71,139,24.6,16.8,27,138,B
62,0,172.4,75.5,0.243,97,159,41.7,12.1,38,181,A
23,0,173.8,66.3,0.125,84,137,45.2,12.7,51,225,C
24,0,175.5,94,0.384,83,146,50.5,10.1,42,189,D
24,0,171.9,67.8,0.233,89,128,41.9,11.6,48,220,C
28,0,172.9,70.2,0.152,89,142,49.5,16.4,57,231,A
21,0,174.6,79.4,0.183,88,140,38.3,10.8,46,222,C
23,0,169.9,66.6,0.157,67,123,44.9,17.2,57,224,B
28,0,168.5,76.9,0.189,92,145,44.7,24,59,235,A
39,1,161.3,54.6,0.31,78,117,22.7,15,23,155,C
58,0,168.4,69.7,0.257,81,134,37.8,23.2,31,178,B
23,0,182.1,74.66,0.232,83,138,40.4,13.2,23,212,D
33,0,167.7,71.6,0.245,85,137,45.4,13,50,222,B
21,0,173,78,0.144,79,130,58.5,17.4,56,249,A
25,1,172.8,62.3,0.248,66,109,25.8,24.9,24,185,C
22,1,149.8,50.8,0.338,69,126,20.5,19.9,25,133,C
25,0,173.5,88.5,0.327,65,134,36.7,-4.5,24,177,D
31,0,168.4,84,0.274,93,146,48.6,12,47,176,B
51,0,172,67.8,0.217,71,136,47.2,6.3,22,200,D
64,0,167,82.4,0.287,98,135,39,19.8,31,167,D
32,0,164.7,63.8,0.23,75,128,40,22.1,50,245,A
60,0,175.7,83.5,0.248,87,150,47.4,-0.6,36,190,D
37,0,173.3,66,0.165,68,119,42,12.2,39,229,B
21,1,162.5,59.8,0.313,81,131,26.5,21.9,40,195,A
61,0,167.2,68.6,0.201,90,150,39,13.9,39,165,A
26,1,158,47.9,0.274,79,117,25.3,4.5,35,144,D
63,0,164.1,59.6,0.198,81,144,46.3,10.9,33,218,B
25,1,160.9,63,0.33,69,98,24.2,19.7,32,175,C
27,0,178.7,65.2,0.111,92,132,37.8,20.3,51,221,B
59,0,160.3,59.1,0.229,81,153,31.4,14.5,35,166,B
38,0,170.6,83.6,0.313,89,144,45.6,-1.3,44,179,D
21,1,164,53.9,0.264,63,103,25.1,21.2,30,171,B
59,1,164.6,70.4,0.383,80,126,26.7,16.2,6,110,D
42,0,172.5,76.3,0.203,96,136,41.7,12.7,48,221,D
35,0,164,69.1,0.162,88,153,47.2,27.1,50,251,A
58,0,165.5,71.8,0.244,76,117,34.3,9,30,171,C
39,0,177.1,75.3,0.249,90,153,49.1,6.8,31,194,D
21,0,171,75.7,0.158,89,150,34.1,7.2,43,251,C
46,0,175.8,96.3,0.315,90,143,27.2,-4.1,27,192,D
50,1,156.9,52.5,0.28,88,134,19.6,3.4,27,141,D
34,0,179.1,85.6,0.289,83,123,40.7,12,50,196,D
39,0,181.8,68.8,0.182,66,112,41.1,-2.7,34,222,D
47,0,162.5,69.9,0.304,82,130,36.3,11.2,30,153,D
36,0,161.7,74.8,0.296,98,155,39.3,17.4,44,208,D
21,1,156.7,49.2,0.243,73,136,26.9,20.9,56,204,B
25,0,174.4,65.3,0.163,76,130,42,23.1,46,222,B
21,0,175.4,63.7,0.141,81,128,33.1,8.2,52,225,C
50,1,163.6,50.6,0.221,80,140,25.3,25.1,31,128,B
60,1,155.6,53.9,0.327,73,133,21,18.9,19,127,B
25,0,172,64.5,0.229,62,96,37.3,-5.6,46,193,D
43,0,173.2,75.6,0.159,78,137,48,14,40,206,B
23,0,172,72,0.158,81,119,34.2,18.8,60,200,B
34,0,176.7,86.9,0.273,87,135,42.5,11.3,49,203,D
31,1,156.6,58.9,0.381,83,121,32.8,20.2,44,162,A
24,1,161.9,56.1,0.209,73,112,28.8,24.5,56,204,A
49,1,160.4,55.7,0.289,78,131,24.1,25.3,24,155,B
25,1,162.6,57.54,0.274,78,118,25.5,25.9,49,153,A
57,1,155,48,0.299,61,111,24.2,20.1,11,125,C
21,1,168.9,57,0.252,77,121,27.6,28.7,39,197,A
40,0,175.2,80.3,0.216,82,123,53.7,15.1,57,222,A
22,1,168.1,101.1,0.446,96,148,41.5,14.2,28,171,D
60,0,172.3,68.7,0.15,88,157,35.3,18.2,33,191,A
29,1,157.3,50.9,0.214,65,120,22.7,21.4,40,185,A
28,0,173.8,79.1,0.192,98,159,54.3,27.1,54,230,C
27,0,170.4,68.4,0.201,75,137,47.2,19,61,200,B
22,0,178.6,65.6,0.164,98,154,35.1,15.8,54,220,C
27,1,163.6,54.9,0.293,99,144,28.9,29.6,30,177,B
33,0,167.4,71.2,0.232,87,136,37.1,9.7,47,178,D
54,1,158.4,51.42,0.287,85,140,22,23.5,20,130,B
23,0,166.8,87.6,0.345,87,138,45,11.5,49,215,B
57,1,152.8,61.6,0.354,96,152,21.8,10,14,135,D
30,0,170.7,76.8,0.225,77,144,48.7,14.5,50,235,A
29,1,163.3,57.3,0.257,91,138,27.8,19.1,38,173,A
44,1,160,62.4,0.276,77,125,24.9,12.6,40,161,C
29,1,162,56.62,0.221,65,113,26.5,14,32,157,B
38,0,169.3,77.7,0.233,82,135,40.1,12.8,27,217,D
23,1,156.2,55.98,0.339,69,110,24.4,23.2,51,160,B
27,0,175,74.1,0.156,67,142,41.7,17,55,230,A
43,0,167.4,74.4,0.282,92,137,42.7,0.3,34,182,D
22,1,164.3,61.6,0.283,82,117,27,17.7,40,151,B
54,1,160.5,54.4,0.269,76,130,24.9,16.6,11,144,D
58,1,151.9,54.3,0.276,76,146,33,14.1,13,132,C
26,0,172.8,65.3,0.17,96,159,51.9,10.4,48,218,B
23,1,153.2,53.4,0.34,99,135,24.3,26.3,43,187,B
59,1,155.3,48.7,0.261,71,123,17,17.6,0,107,D
37,1,153.5,56.9,0.256,92,139,32.3,25.3,59,170,A
53,1,156.1,62.3,0.375,78,119,18.7,14,2,135,D
37,1,163.2,45.4,0.184,79,125,27,26.4,30,168,B
37,0,163.4,59.8,0.214,82,139,41.2,20.7,53,236,A
64,0,172.8,77.1,0.275,89,134,43.7,21.1,25,187,D
28,1,173.1,61.7,0.168,84,132,37.2,20.4,44,189,A
40,0,167.9,82.9,0.223,88,133,51.9,23.2,45,232,B
38,0,167.7,69.8,0.202,68,137,38.5,13.4,54,226,B
40,0,170,71.9,0.254,85,134,44.6,5,41,195,C
30,0,171.8,79.7,0.319,88,133,27.8,5,42,171,D
21,0,171.5,80,0.206,71,128,42.6,8.9,44,243,C
29,0,180.6,65.5,0.149,84,130,48.2,7.6,49,232,C
39,1,170,51.5,0.168,55,100,30.6,23.5,29,140,C
42,1,163.2,54.3,0.255,73,102,31.9,24.2,35,164,A
55,1,158.3,60.9,0.353,77,146,27.9,8.3,2,161,D
26,1,164.4,54.6,0.299,72,131,27.2,19.4,34,175,A
25,1,163.7,49.8,0.26,80,142,19.9,25.9,26,173,C
22,1,162.3,51,0.25,80,118,25,22.9,33,160,B
61,0,167.4,60.4,0.202,99,153,37.9,12.9,23,163,C
27,0,173.9,65.9,0.146,82,120,50.7,17.9,59,235,A
25,0,177.5,75.9,0.217,86,152,41.8,22.2,57,237,B
63,1,146.6,54.42,0.34,92,152,26.7,22.9,15,145,B
25,1,163.7,61.6,0.318,63,108,29,25,40,161,B
23,0,172.1,63.8,0.143,70,128,36,16.7,50,186,C
28,1,143.8,72.6,0.487,85,136,12.6,0.1,4,20,D
24,0,172.5,62.1,0.233,80,118,32,0,34,180,D
40,0,168.2,77.8,0.294,80,134,40.4,10.4,24,209,D
60,0,190.9,70.3,0.191,90,156,40.3,12.9,41,198,A
21,0,175.2,66.3,0.112,70,118,41.6,18.6,55,255,A
33,0,165.8,58.6,0.19,67,117,35.3,-14.2,20,182,D
52,0,182,80.7,0.223,98,153,43.2,8.6,41,185,C
61,0,163,67.2,0.379,75,136,25.9,8.5,5,98,D
25,1,153.1,54.6,0.309,74,123,25.1,13.8,39,143,C
27,0,184.4,84.4,0.184,78,131,45.3,15,38,239,D
29,0,170.6,69.4,0.19,61,134,52.6,9,43,223,C
55,1,156,58.1,0.366,80,120,22.8,12.7,21,158,C
55,0,186,88.02,0.151,70,127,46,10.2,55,198,B
21,0,174.9,65.4,0.158,72,106,44.4,9.6,49,239,C
62,0,167,77.4,0.226,87,125,42.4,21.2,29,161,B
24,0,178.1,73.14,0.185,71,143,41.8,19.3,56,225,C
43,1,162.2,57.7,0.205,62,114,24.6,20.1,42,190,A
23,0,171.5,85.3,0.258,63,132,40.4,14.4,48,214,B
57,0,169.2,74.5,0.237,83,151,29.6,16.7,38,194,D
37,1,158.5,53,0.303,61,95,22.5,6.3,16,125,D
24,0,182.8,76.8,0.194,93,143,47.2,12.8,47,225,C
62,1,154.9,58.9,0.354,74,109,19.1,16.1,17,102,C
24,0,177,76,0.155,77,127,40.2,16.8,51,217,B
25,1,163.2,54.4,0.268,85,119,27.7,24.8,36,164,A
64,0,163.3,61,0.24,54,130,35.7,17.5,31,180,B
62,0,176.7,79.1,0.184,97,155,52,12.3,35,200,A
27,0,172.3,72.3,0.098,50,112,44.3,18.2,72,236,A
63,0,157,67.8,0.212,88,156,40.2,14.8,49,191,A
46,0,168,62.6,0.143,80,120,52.7,18.1,50,224,A
29,0,167,78.9,0.241,81,136,45.8,-2.8,43,219,D
26,0,184.6,78.2,0.097,84,143,55.6,18.4,58,275,A
50,0,173.1,75.98,0.269,84,153,43.1,13.7,33,169,D
22,1,172.1,57.16,0.231,54,100,27.6,7.4,31,164,D
24,0,177.4,71.2,0.115,91,128,56.8,23.6,60,283,C
27,1,160.7,54.6,0.262,89,145,23.1,29.5,48,187,A
21,0,167.2,59.7,0.193,78,134,35.3,3.3,47,231,D
33,0,169,74.5,0.173,90,140,47.1,16,53,267,A
34,0,168.8,65.8,0.182,81,133,36.8,15.7,49,202,C
30,0,176.9,73.3,0.175,78,137,34.8,16.6,54,186,B
28,0,173.6,72.8,0.233,99,147,51.3,18.4,51,189,C
33,1,162.5,55.2,0.264,60,100,24.3,14.2,34,104,B
48,1,146.7,51.24,0.286,76,116,25.5,21.6,27,137,B
64,0,170.3,65.8,0.154,78,154,37.7,4.1,28,193,C
22,0,177.1,71.7,0.168,91,135,44.1,13.3,50,245,B
38,1,157.4,54,0.286,75,113,28,27.3,35,175,B
48,0,173.9,77,0.284,63,113,39.1,-10.4,29,180,D
28,1,152.6,48.1,0.26,87,130,26.9,24.5,42,129,A
25,1,154.6,53.8,0.335,66,124,23.3,16.1,30,160,B
31,0,172.4,76.4,0.221,70,128,46.4,14.5,57,217,B
22,0,179.9,78.9,0.234,93,151,49.1,-8.8,66,185,D
31,0,166.7,81,0.255,76,145,49.2,2.1,30,233,D
29,0,175.8,72.1,0.187,65,112,46.2,22.7,54,226,A
23,0,175.4,68.1,0.149,90,158,42.6,20.1,50,230,B
53,1,165.5,55.3,0.235,64,102,29,10,50,182,D
57,1,162.3,66.4,0.351,73,135,25,13.9,9,142,D
64,0,163.2,58.52,0.207,75,147,34.7,-4.2,28,169,D
30,0,171.5,58.2,0.151,69,128,41,6.8,57,222,C
49,0,167.6,64.9,0.228,90,141,42.5,14.1,42,195,B
63,0,164.6,65.8,0.261,71,121,37.8,13,31,179,A
52,1,161.5,54.2,0.235,76,153,27.5,24.6,37,175,A
21,1,166.7,58.4,0.253,77,138,26.7,25.1,45,187,A
24,1,163.8,52,0.18,78,115,29.9,25.2,47,173,A
21,0,171.4,56.5,0.147,74,116,42.6,7.9,45,214,D
26,0,173.6,70.8,0.189,72,113,44.5,11.8,63,205,B
61,0,168.8,68.4,0.224,85,155,38.7,12,34,167,B
31,0,171.4,77,0.286,92,128,40.5,5,37,205,D
21,0,173.3,83.8,0.302,73,139,42.2,18.6,34,178,D
25,0,175.2,72.4,0.107,79,134,50.4,23.2,54,245,A
25,0,180.6,83.7,0.145,64,111,46.5,15.2,56,212,B
31,0,176.1,75.1,0.226,92,153,43.1,1.9,50,220,D
26,0,174.5,77.9,0.225,66,127,50.9,13.2,60,229,B
29,0,183.7,92.5,0.27,82,121,57.4,11,55,230,B
21,1,161.2,45,0.167,73,110,23.9,21.2,55,170,A
38,1,161.4,62.5,0.275,72,113,31.9,19.6,46,194,A
25,0,174.8,68.5,0.152,80,120,40.4,21.2,60,228,A
21,0,182.6,86.8,0.199,81,127,50.2,-0.5,56,218,D
52,1,167,69.2,0.36,79,128,16.1,15,17,135,D
40,1,160.4,64.5,0.31,72,114,25.8,20.9,35,165,A
